architecture,binary_definition_version,binary_completed_in_domain_cells,binary_completed_cross_dataset_cells,binary_mean_in_domain_auroc,binary_mean_cross_dataset_auroc,binary_generalization_gap,five_label_completed_in_domain_cells,five_label_completed_cross_dataset_cells,five_label_mean_in_domain_auroc,five_label_mean_cross_dataset_auroc,five_label_generalization_gap,absolute_gap_disappearance,percent_gap_disappearance
inception_time,normal-vs-any-benchmark-abnormal-v1,5,20,0.978394200557813,0.9474092494126218,0.030984951145191175,5,20,0.9648898690502079,0.9191568084974332,0.04573306055277471,0.014748109407583532,32.248244988031395

