architecture,source_dataset,target_dataset,bootstrap_requested_replicates,metric,bootstrap_valid_replicates,ci_95_lower,ci_95_upper
inception_time,georgia,mimic_iv,1000,auroc_rbbb,1000,0.9375943741350771,0.9579717413194072
inception_time,georgia,mimic_iv,1000,macro_auroc,1000,0.9088827365203925,0.9213285361170387
inception_time,georgia,code_ii,1000,auroc_af_afl,1000,0.939752967232394,0.9831685084080591
inception_time,georgia,code_ii,1000,auroc_av_block_1,1000,0.9485074450084603,0.980981875826067
inception_time,georgia,code_ii,1000,auroc_lbbb,1000,0.9311998949594236,0.9866262535732724
inception_time,georgia,code_ii,1000,auroc_normal,1000,0.7231243378933503,0.7491016517438672
inception_time,georgia,code_ii,1000,auroc_rbbb,1000,0.9660666826631569,0.9919657707752683
inception_time,georgia,code_ii,1000,macro_auroc,1000,0.9128878539161281,0.9311154301509315
inception_time,mimic_iv,ptbxl,1000,auroc_af_afl,1000,0.9500645771541079,0.9847613488446433
inception_time,mimic_iv,ptbxl,1000,auroc_av_block_1,1000,0.8347363437236622,0.922504843593088
inception_time,mimic_iv,ptbxl,1000,auroc_lbbb,1000,0.9914884859812919,0.9982338740326147
inception_time,mimic_iv,ptbxl,1000,auroc_normal,1000,0.6363153576522597,0.680752793894
inception_time,mimic_iv,ptbxl,1000,auroc_rbbb,1000,0.9917284610029033,0.9970109995172008
inception_time,mimic_iv,ptbxl,1000,macro_auroc,1000,0.8885131354133192,0.9096177715948538
inception_time,mimic_iv,cpsc2018,1000,auroc_af_afl,1000,0.9745667653429168,0.9940085403598584
inception_time,mimic_iv,cpsc2018,1000,auroc_av_block_1,1000,0.9353484297046006,0.9886451259657835
inception_time,mimic_iv,cpsc2018,1000,auroc_lbbb,1000,0.7545393880851989,0.9991346078199984
inception_time,mimic_iv,cpsc2018,1000,auroc_normal,1000,0.6613564516787909,0.7574299020723632
inception_time,mimic_iv,cpsc2018,1000,auroc_rbbb,1000,0.9553121748735338,0.9857352404779903
inception_time,mimic_iv,cpsc2018,1000,macro_auroc,1000,0.8738342512914976,0.9301310463262272
inception_time,mimic_iv,georgia,1000,auroc_af_afl,1000,0.8825269897777168,0.9692627079329312
inception_time,mimic_iv,georgia,1000,auroc_av_block_1,1000,0.9267540745160866,0.9716854137355089
inception_time,mimic_iv,georgia,1000,auroc_lbbb,1000,0.9924520625351361,0.9991675637437806
inception_time,mimic_iv,georgia,1000,auroc_normal,1000,0.641347330330529,0.722467241924676
inception_time,mimic_iv,georgia,1000,auroc_rbbb,1000,0.923199540458912,0.9865594591072764
inception_time,mimic_iv,georgia,1000,macro_auroc,1000,0.8894018756968816,0.9175384421043884
inception_time,mimic_iv,mimic_iv,1000,auroc_af_afl,1000,0.9775409525140774,0.9863853372962595
inception_time,mimic_iv,mimic_iv,1000,auroc_av_block_1,1000,0.9432643711773318,0.965882528858011
