analysis_type,mapping_variant,architecture,source_dataset,target_dataset,is_diagonal,record_count,macro_auroc,auroc_normal,auroc_af_afl,auroc_av_block_1,auroc_lbbb,auroc_rbbb,auroc_bbb
posthoc_mapping_sensitivity_no_retraining,abnormal_only_four_class,ecg_fm,code_ii,ptbxl,False,2198,0.9773408323212014,,0.9715903594154233,0.9429035668843078,0.9984323175787728,0.9964370854063018,
posthoc_mapping_sensitivity_no_retraining,merged_bbb_four_class,ecg_fm,code_ii,ptbxl,False,2198,0.9531742748157777,0.9035482908084974,0.9715903594154233,0.9429035668843078,,,0.9946548821548822
posthoc_mapping_sensitivity_no_retraining,consensus_five_class,ecg_fm,code_ii,cpsc2018,False,688,0.9423564465464581,0.906897432156405,0.9823756009963505,0.9753449675324676,0.9646084337349398,0.8825557983121279,
posthoc_mapping_sensitivity_no_retraining,exclusive_normal_five_class,ecg_fm,code_ii,cpsc2018,False,688,0.9423564465464581,0.906897432156405,0.9823756009963505,0.9753449675324676,0.9646084337349398,0.8825557983121279,
posthoc_mapping_sensitivity_no_retraining,abnormal_only_four_class,ecg_fm,code_ii,cpsc2018,False,688,0.9512212001439714,,0.9823756009963505,0.9753449675324676,0.9646084337349398,0.8825557983121279,
posthoc_mapping_sensitivity_no_retraining,merged_bbb_four_class,ecg_fm,code_ii,cpsc2018,False,688,0.9366366679338083,0.906897432156405,0.9823756009963505,0.9753449675324676,,,0.8819286710500098
posthoc_mapping_sensitivity_no_retraining,consensus_five_class,ecg_fm,code_ii,georgia,False,1034,0.9490703556454771,0.881041077665059,0.9299549549549551,0.9735374343524814,0.991893519115813,0.9689247921390778,
posthoc_mapping_sensitivity_no_retraining,exclusive_normal_five_class,ecg_fm,code_ii,georgia,False,1034,0.9490703556454771,0.881041077665059,0.9299549549549551,0.9735374343524814,0.991893519115813,0.9689247921390778,
posthoc_mapping_sensitivity_no_retraining,abnormal_only_four_class,ecg_fm,code_ii,georgia,False,1034,0.9660776751405818,,0.9299549549549551,0.9735374343524814,0.991893519115813,0.9689247921390778,
posthoc_mapping_sensitivity_no_retraining,merged_bbb_four_class,ecg_fm,code_ii,georgia,False,1034,0.9372276956117473,0.881041077665059,0.9299549549549551,0.9735374343524814,,,0.9643773154744941
posthoc_mapping_sensitivity_no_retraining,consensus_five_class,ecg_fm,code_ii,mimic_iv,False,5000,0.6918535162810573,0.5936253740480104,0.7024603439559707,0.6228660382405947,0.8080255956891471,0.7322902294715636,
posthoc_mapping_sensitivity_no_retraining,exclusive_normal_five_class,ecg_fm,code_ii,mimic_iv,False,5000,0.7026629729710925,0.6476726574981857,0.7024603439559707,0.6228660382405947,0.8080255956891471,0.7322902294715636,
posthoc_mapping_sensitivity_no_retraining,abnormal_only_four_class,ecg_fm,code_ii,mimic_iv,False,5000,0.7164105518393191,,0.7024603439559707,0.6228660382405947,0.8080255956891471,0.7322902294715636,
posthoc_mapping_sensitivity_no_retraining,merged_bbb_four_class,ecg_fm,code_ii,mimic_iv,False,5000,0.6516048727149532,0.5936253740480104,0.7024603439559707,0.6228660382405947,,,0.6874677346152369
posthoc_mapping_sensitivity_no_retraining,consensus_five_class,ecg_fm,code_ii,code_ii,True,5000,0.951675543324059,0.8093360162873803,0.9742273355392941,0.9875891161997753,0.9962258805067998,0.9909993680870448,
posthoc_mapping_sensitivity_no_retraining,exclusive_normal_five_class,ecg_fm,code_ii,code_ii,True,5000,0.951675543324059,0.8093360162873803,0.9742273355392941,0.9875891161997753,0.9962258805067998,0.9909993680870448,
posthoc_mapping_sensitivity_no_retraining,abnormal_only_four_class,ecg_fm,code_ii,code_ii,True,5000,0.9872604250832285,,0.9742273355392941,0.9875891161997753,0.9962258805067998,0.9909993680870448,
posthoc_mapping_sensitivity_no_retraining,merged_bbb_four_class,ecg_fm,code_ii,code_ii,True,5000,0.941078028847538,0.8093360162873803,0.9742273355392941,0.9875891161997753,,,0.9931596473637019
posthoc_mapping_sensitivity_no_retraining,consensus_five_class,inception_time,ptbxl,ptbxl,True,2198,0.9743695916380843,0.9333114718259824,0.9737343065875663,0.9686501275380672,0.9985359660033168,0.9976160862354893,
posthoc_mapping_sensitivity_no_retraining,exclusive_normal_five_class,inception_time,ptbxl,ptbxl,True,2198,0.9742814773523545,0.9328709003973331,0.9737343065875663,0.9686501275380672,0.9985359660033168,0.9976160862354893,
posthoc_mapping_sensitivity_no_retraining,abnormal_only_four_class,inception_time,ptbxl,ptbxl,True,2198,0.98463412159111,,0.9737343065875663,0.9686501275380672,0.9985359660033168,0.9976160862354893,
posthoc_mapping_sensitivity_no_retraining,merged_bbb_four_class,inception_time,ptbxl,ptbxl,True,2198,0.9678767719867523,0.9333114718259824,0.9737343065875663,0.9686501275380672,,,0.9958111819953925
posthoc_mapping_sensitivity_no_retraining,consensus_five_class,inception_time,ptbxl,cpsc2018,False,688,0.9313417562489313,0.9200284505398307,0.9637229913688234,0.9471275252525253,0.8910956325301205,0.9347341815533564,
posthoc_mapping_sensitivity_no_retraining,exclusive_normal_five_class,inception_time,ptbxl,cpsc2018,False,688,0.9313417562489313,0.9200284505398307,0.9637229913688234,0.9471275252525253,0.8910956325301205,0.9347341815533564,
posthoc_mapping_sensitivity_no_retraining,abnormal_only_four_class,inception_time,ptbxl,cpsc2018,False,688,0.9341700826762064,,0.9637229913688234,0.9471275252525253,0.8910956325301205,0.9347341815533564,
posthoc_mapping_sensitivity_no_retraining,merged_bbb_four_class,inception_time,ptbxl,cpsc2018,False,688,0.9418699709196036,0.9200284505398307,0.9637229913688234,0.9471275252525253,,,0.9366009165172345
posthoc_mapping_sensitivity_no_retraining,consensus_five_class,inception_time,ptbxl,georgia,False,1034,0.9289557432088307,0.8459870281057708,0.9038851351351351,0.9431461954972926,0.9952694276007398,0.9564909297052153,
posthoc_mapping_sensitivity_no_retraining,exclusive_normal_five_class,inception_time,ptbxl,georgia,False,1034,0.9289557432088307,0.8459870281057708,0.9038851351351351,0.9431461954972926,0.9952694276007398,0.9564909297052153,
posthoc_mapping_sensitivity_no_retraining,abnormal_only_four_class,inception_time,ptbxl,georgia,False,1034,0.9496979219845958,,0.9038851351351351,0.9431461954972926,0.9952694276007398,0.9564909297052153,
posthoc_mapping_sensitivity_no_retraining,merged_bbb_four_class,inception_time,ptbxl,georgia,False,1034,0.9139774248431215,0.8459870281057708,0.9038851351351351,0.9431461954972926,,,0.9628913406342874
posthoc_mapping_sensitivity_no_retraining,consensus_five_class,inception_time,ptbxl,mimic_iv,False,5000,0.8891108241939667,0.7787335378038374,0.9626455803660852,0.8709368194788616,0.8912385282478741,0.9419996550731753,
posthoc_mapping_sensitivity_no_retraining,exclusive_normal_five_class,inception_time,ptbxl,mimic_iv,False,5000,0.8811444932050078,0.7389018828590429,0.9626455803660852,0.8709368194788616,0.8912385282478741,0.9419996550731753,
posthoc_mapping_sensitivity_no_retraining,abnormal_only_four_class,inception_time,ptbxl,mimic_iv,False,5000,0.916705145791499,,0.9626455803660852,0.8709368194788616,0.8912385282478741,0.9419996550731753,
posthoc_mapping_sensitivity_no_retraining,merged_bbb_four_class,inception_time,ptbxl,mimic_iv,False,5000,0.8806168079077493,0.7787335378038374,0.9626455803660852,0.8709368194788616,,,0.9101512939822133
posthoc_mapping_sensitivity_no_retraining,consensus_five_class,inception_time,ptbxl,code_ii,False,5000,0.93203712823332,0.7590727078176005,0.9756795819116518,0.9590174454647603,0.976983561935759,0.9894323440368281,
posthoc_mapping_sensitivity_no_retraining,exclusive_normal_five_class,inception_time,ptbxl,code_ii,False,5000,0.93203712823332,0.7590727078176005,0.9756795819116518,0.9590174454647603,0.976983561935759,0.9894323440368281,
posthoc_mapping_sensitivity_no_retraining,abnormal_only_four_class,inception_time,ptbxl,code_ii,False,5000,0.9752782333372498,,0.9756795819116518,0.9590174454647603,0.976983561935759,0.9894323440368281,
posthoc_mapping_sensitivity_no_retraining,merged_bbb_four_class,inception_time,ptbxl,code_ii,False,5000,0.9183806959351701,0.7590727078176005,0.9756795819116518,0.9590174454647603,,,0.9797530485466677
posthoc_mapping_sensitivity_no_retraining,consensus_five_class,inception_time,cpsc2018,ptbxl,False,2198,0.9146747894013043,0.8359781553091933,0.9551113011293951,0.8178834057144222,0.9945627763957988,0.9698383084577115,
posthoc_mapping_sensitivity_no_retraining,exclusive_normal_five_class,inception_time,cpsc2018,ptbxl,False,2198,0.9149351318056922,0.8372798673311335,0.9551113011293951,0.8178834057144222,0.9945627763957988,0.9698383084577115,
posthoc_mapping_sensitivity_no_retraining,abnormal_only_four_class,inception_time,cpsc2018,ptbxl,False,2198,0.934348947924332,,0.9551113011293951,0.8178834057144222,0.9945627763957988,0.9698383084577115,
posthoc_mapping_sensitivity_no_retraining,merged_bbb_four_class,inception_time,cpsc2018,ptbxl,False,2198,0.8924052525752897,0.8359781553091933,0.9551113011293951,0.8178834057144222,,,0.9606481481481481
posthoc_mapping_sensitivity_no_retraining,consensus_five_class,inception_time,cpsc2018,cpsc2018,True,688,0.9788489945677579,0.943491027137438,0.9833386433412501,0.9952200577200576,0.9811433232931728,0.9910519213468705,
posthoc_mapping_sensitivity_no_retraining,exclusive_normal_five_class,inception_time,cpsc2018,cpsc2018,True,688,0.9788489945677579,0.943491027137438,0.9833386433412501,0.9952200577200576,0.9811433232931728,0.9910519213468705,
posthoc_mapping_sensitivity_no_retraining,abnormal_only_four_class,inception_time,cpsc2018,cpsc2018,True,688,0.9876884864253377,,0.9833386433412501,0.9952200577200576,0.9811433232931728,0.9910519213468705,
posthoc_mapping_sensitivity_no_retraining,merged_bbb_four_class,inception_time,cpsc2018,cpsc2018,True,688,0.9780144244784572,0.943491027137438,0.9833386433412501,0.9952200577200576,,,0.9900079697150828
posthoc_mapping_sensitivity_no_retraining,consensus_five_class,inception_time,cpsc2018,georgia,False,1034,0.8990200655101527,0.7802926991518377,0.8811514639639639,0.8975423740314021,0.9937857480755171,0.9423280423280422,
posthoc_mapping_sensitivity_no_retraining,exclusive_normal_five_class,inception_time,cpsc2018,georgia,False,1034,0.8990200655101527,0.7802926991518377,0.8811514639639639,0.8975423740314021,0.9937857480755171,0.9423280423280422,
posthoc_mapping_sensitivity_no_retraining,abnormal_only_four_class,inception_time,cpsc2018,georgia,False,1034,0.9287019070997313,,0.8811514639639639,0.8975423740314021,0.9937857480755171,0.9423280423280422,
posthoc_mapping_sensitivity_no_retraining,merged_bbb_four_class,inception_time,cpsc2018,georgia,False,1034,0.8718352092437145,0.7802926991518377,0.8811514639639639,0.8975423740314021,,,0.9283542998276542
posthoc_mapping_sensitivity_no_retraining,consensus_five_class,inception_time,cpsc2018,mimic_iv,False,5000,0.9048998878039007,0.8159331164172494,0.9565600587567604,0.9034129308402793,0.9191501782155989,0.9294431547896158,
posthoc_mapping_sensitivity_no_retraining,exclusive_normal_five_class,inception_time,cpsc2018,mimic_iv,False,5000,0.905543386402013,0.8191506094078107,0.9565600587567604,0.9034129308402793,0.9191501782155989,0.9294431547896158,
posthoc_mapping_sensitivity_no_retraining,abnormal_only_four_class,inception_time,cpsc2018,mimic_iv,False,5000,0.9271415806505636,,0.9565600587567604,0.9034129308402793,0.9191501782155989,0.9294431547896158,
posthoc_mapping_sensitivity_no_retraining,merged_bbb_four_class,inception_time,cpsc2018,mimic_iv,False,5000,0.8897605415899817,0.8159331164172494,0.9565600587567604,0.9034129308402793,,,0.8831360603456376
