analysis_type,architecture,source_dataset,target_dataset,aggregation,record_count_original,record_count_scored,excluded_all_zero_count,abnormal_prevalence,binary_auroc,five_label_macro_auroc_all_records,five_label_macro_auroc_binary_eligible_records
posthoc_label_collapse_no_retraining,resnet1d,ptbxl,mimic_iv,max_abnormal,5000,4732,268,0.32967032967032966,0.8864079121802955,0.8778344293285338,0.8859306269575719
posthoc_label_collapse_no_retraining,resnet1d,ptbxl,mimic_iv,noisy_or,5000,4732,268,0.32967032967032966,0.8890434531315679,0.8778344293285338,0.8859306269575719
posthoc_label_collapse_no_retraining,resnet1d,ptbxl,mimic_iv,one_minus_normal,5000,4732,268,0.32967032967032966,0.719403555145989,0.8778344293285338,0.8859306269575719
posthoc_label_collapse_no_retraining,resnet1d,ptbxl,code_ii,max_abnormal,5000,2321,2679,0.17578629900904783,0.9800808195729938,0.9367464568869242,0.9794604520736362
posthoc_label_collapse_no_retraining,resnet1d,ptbxl,code_ii,noisy_or,5000,2321,2679,0.17578629900904783,0.9805971526090835,0.9367464568869242,0.9794604520736362
posthoc_label_collapse_no_retraining,resnet1d,ptbxl,code_ii,one_minus_normal,5000,2321,2679,0.17578629900904783,0.9607164088845157,0.9367464568869242,0.9794604520736362
posthoc_label_collapse_no_retraining,resnet1d,cpsc2018,ptbxl,max_abnormal,2198,1267,931,0.24388318863456984,0.9541503672024376,0.9295824432666059,0.9728740540411746
posthoc_label_collapse_no_retraining,resnet1d,cpsc2018,ptbxl,noisy_or,2198,1267,931,0.24388318863456984,0.960695488848802,0.9295824432666059,0.9728740540411746
posthoc_label_collapse_no_retraining,resnet1d,cpsc2018,ptbxl,one_minus_normal,2198,1267,931,0.24388318863456984,0.9825198802791685,0.9295824432666059,0.9728740540411746
posthoc_label_collapse_no_retraining,resnet1d,cpsc2018,cpsc2018,max_abnormal,688,496,192,0.8145161290322581,0.9801173052087817,0.9821757288365074,0.9892543013038019
posthoc_label_collapse_no_retraining,resnet1d,cpsc2018,cpsc2018,noisy_or,688,496,192,0.8145161290322581,0.9815970727507534,0.9821757288365074,0.9892543013038019
posthoc_label_collapse_no_retraining,resnet1d,cpsc2018,cpsc2018,one_minus_normal,688,496,192,0.8145161290322581,0.9847449418854928,0.9821757288365074,0.9892543013038019
posthoc_label_collapse_no_retraining,resnet1d,cpsc2018,georgia,max_abnormal,1034,403,631,0.56575682382134,0.9477318295739349,0.9259746056397571,0.9596478373575945
posthoc_label_collapse_no_retraining,resnet1d,cpsc2018,georgia,noisy_or,1034,403,631,0.56575682382134,0.9535588972431077,0.9259746056397571,0.9596478373575945
posthoc_label_collapse_no_retraining,resnet1d,cpsc2018,georgia,one_minus_normal,1034,403,631,0.56575682382134,0.9645238095238095,0.9259746056397571,0.9596478373575945
posthoc_label_collapse_no_retraining,resnet1d,cpsc2018,mimic_iv,max_abnormal,5000,4732,268,0.32967032967032966,0.8627104754745044,0.92392502014409,0.9368652865281529
posthoc_label_collapse_no_retraining,resnet1d,cpsc2018,mimic_iv,noisy_or,5000,4732,268,0.32967032967032966,0.8686603736217545,0.92392502014409,0.9368652865281529
posthoc_label_collapse_no_retraining,resnet1d,cpsc2018,mimic_iv,one_minus_normal,5000,4732,268,0.32967032967032966,0.8740487680667378,0.92392502014409,0.9368652865281529
posthoc_label_collapse_no_retraining,resnet1d,cpsc2018,code_ii,max_abnormal,5000,2321,2679,0.17578629900904783,0.9714620296628845,0.9219375871935229,0.9783594593767274
posthoc_label_collapse_no_retraining,resnet1d,cpsc2018,code_ii,noisy_or,5000,2321,2679,0.17578629900904783,0.9752659819808739,0.9219375871935229,0.9783594593767274
posthoc_label_collapse_no_retraining,resnet1d,cpsc2018,code_ii,one_minus_normal,5000,2321,2679,0.17578629900904783,0.9614973145557231,0.9219375871935229,0.9783594593767274
posthoc_label_collapse_no_retraining,resnet1d,georgia,ptbxl,max_abnormal,2198,1267,931,0.24388318863456984,0.982293545749978,0.9437145557129334,0.9787012584111567
posthoc_label_collapse_no_retraining,resnet1d,georgia,ptbxl,noisy_or,2198,1267,931,0.24388318863456984,0.9846126301423543,0.9437145557129334,0.9787012584111567
posthoc_label_collapse_no_retraining,resnet1d,georgia,ptbxl,one_minus_normal,2198,1267,931,0.24388318863456984,0.9469042841410436,0.9437145557129334,0.9787012584111567
posthoc_label_collapse_no_retraining,resnet1d,georgia,cpsc2018,max_abnormal,688,496,192,0.8145161290322581,0.9690863108049936,0.9466882045824251,0.956291636458654
posthoc_label_collapse_no_retraining,resnet1d,georgia,cpsc2018,noisy_or,688,496,192,0.8145161290322581,0.9694360740421868,0.9466882045824251,0.956291636458654
posthoc_label_collapse_no_retraining,resnet1d,georgia,cpsc2018,one_minus_normal,688,496,192,0.8145161290322581,0.9614453293155402,0.9466882045824251,0.956291636458654
posthoc_label_collapse_no_retraining,resnet1d,georgia,georgia,max_abnormal,1034,403,631,0.56575682382134,0.9758897243107769,0.9562044789340464,0.9676037493731802
posthoc_label_collapse_no_retraining,resnet1d,georgia,georgia,noisy_or,1034,403,631,0.56575682382134,0.9780451127819549,0.9562044789340464,0.9676037493731802
posthoc_label_collapse_no_retraining,resnet1d,georgia,georgia,one_minus_normal,1034,403,631,0.56575682382134,0.9855764411027569,0.9562044789340464,0.9676037493731802
posthoc_label_collapse_no_retraining,resnet1d,georgia,mimic_iv,max_abnormal,5000,4732,268,0.32967032967032966,0.8956200286157726,0.886803597364284,0.8977378857176725
posthoc_label_collapse_no_retraining,resnet1d,georgia,mimic_iv,noisy_or,5000,4732,268,0.32967032967032966,0.8974222564425907,0.886803597364284,0.8977378857176725
posthoc_label_collapse_no_retraining,resnet1d,georgia,mimic_iv,one_minus_normal,5000,4732,268,0.32967032967032966,0.7500955879975426,0.886803597364284,0.8977378857176725
posthoc_label_collapse_no_retraining,resnet1d,georgia,code_ii,max_abnormal,5000,2321,2679,0.17578629900904783,0.9789898578354499,0.9278059538598153,0.9760540286287183
posthoc_label_collapse_no_retraining,resnet1d,georgia,code_ii,noisy_or,5000,2321,2679,0.17578629900904783,0.9807214312803009,0.9278059538598153,0.9760540286287183
posthoc_label_collapse_no_retraining,resnet1d,georgia,code_ii,one_minus_normal,5000,2321,2679,0.17578629900904783,0.9474339657452109,0.9278059538598153,0.9760540286287183
posthoc_label_collapse_no_retraining,resnet1d,mimic_iv,ptbxl,max_abnormal,2198,1267,931,0.24388318863456984,0.982143219085068,0.907652523051264,0.9610341343451217
posthoc_label_collapse_no_retraining,resnet1d,mimic_iv,ptbxl,noisy_or,2198,1267,931,0.24388318863456984,0.9855922870597456,0.907652523051264,0.9610341343451217
posthoc_label_collapse_no_retraining,resnet1d,mimic_iv,ptbxl,one_minus_normal,2198,1267,931,0.24388318863456984,0.8885251771827771,0.907652523051264,0.9610341343451217
posthoc_label_collapse_no_retraining,resnet1d,mimic_iv,cpsc2018,max_abnormal,688,496,192,0.8145161290322581,0.9726108480413259,0.9220929163729344,0.9342228562039374
posthoc_label_collapse_no_retraining,resnet1d,mimic_iv,cpsc2018,noisy_or,688,496,192,0.8145161290322581,0.9732565647869135,0.9220929163729344,0.9342228562039374
posthoc_label_collapse_no_retraining,resnet1d,mimic_iv,cpsc2018,one_minus_normal,688,496,192,0.8145161290322581,0.7538339431769264,0.9220929163729344,0.9342228562039374
posthoc_label_collapse_no_retraining,resnet1d,mimic_iv,georgia,max_abnormal,1034,403,631,0.56575682382134,0.9718421052631578,0.9062642991913424,0.9396499448662198
posthoc_label_collapse_no_retraining,resnet1d,mimic_iv,georgia,noisy_or,1034,403,631,0.56575682382134,0.9712531328320803,0.9062642991913424,0.9396499448662198
posthoc_label_collapse_no_retraining,resnet1d,mimic_iv,georgia,one_minus_normal,1034,403,631,0.56575682382134,0.8567669172932331,0.9062642991913424,0.9396499448662198
posthoc_label_collapse_no_retraining,resnet1d,mimic_iv,mimic_iv,max_abnormal,5000,4732,268,0.32967032967032966,0.9344762464836551,0.9682622524212834,0.972427381247645
posthoc_label_collapse_no_retraining,resnet1d,mimic_iv,mimic_iv,noisy_or,5000,4732,268,0.32967032967032966,0.9384754825880299,0.9682622524212834,0.972427381247645
posthoc_label_collapse_no_retraining,resnet1d,mimic_iv,mimic_iv,one_minus_normal,5000,4732,268,0.32967032967032966,0.7868290652180941,0.9682622524212834,0.972427381247645
posthoc_label_collapse_no_retraining,resnet1d,mimic_iv,code_ii,max_abnormal,5000,2321,2679,0.17578629900904783,0.9892319578118756,0.9106196181475354,0.9381018222377324
posthoc_label_collapse_no_retraining,resnet1d,mimic_iv,code_ii,noisy_or,5000,2321,2679,0.17578629900904783,0.990549696093806,0.9106196181475354,0.9381018222377324
posthoc_label_collapse_no_retraining,resnet1d,mimic_iv,code_ii,one_minus_normal,5000,2321,2679,0.17578629900904783,0.7502158861453625,0.9106196181475354,0.9381018222377324
posthoc_label_collapse_no_retraining,resnet1d,code_ii,ptbxl,max_abnormal,2198,1267,931,0.24388318863456984,0.98537777597611,0.9603022145251261,0.9817321919815558
posthoc_label_collapse_no_retraining,resnet1d,code_ii,ptbxl,noisy_or,2198,1267,931,0.24388318863456984,0.985237583693104,0.9603022145251261,0.9817321919815558
posthoc_label_collapse_no_retraining,resnet1d,code_ii,ptbxl,one_minus_normal,2198,1267,931,0.24388318863456984,0.9779138037037789,0.9603022145251261,0.9817321919815558
posthoc_label_collapse_no_retraining,resnet1d,code_ii,cpsc2018,max_abnormal,688,496,192,0.8145161290322581,0.960517111493758,0.9457692831653091,0.9463091178032478
posthoc_label_collapse_no_retraining,resnet1d,code_ii,cpsc2018,noisy_or,688,496,192,0.8145161290322581,0.9617950925527334,0.9457692831653091,0.9463091178032478
posthoc_label_collapse_no_retraining,resnet1d,code_ii,cpsc2018,one_minus_normal,688,496,192,0.8145161290322581,0.9693553594489884,0.9457692831653091,0.9463091178032478
posthoc_label_collapse_no_retraining,resnet1d,code_ii,georgia,max_abnormal,1034,403,631,0.56575682382134,0.9773433583959901,0.9455065841850017,0.9578263313929298
posthoc_label_collapse_no_retraining,resnet1d,code_ii,georgia,noisy_or,1034,403,631,0.56575682382134,0.9791478696741855,0.9455065841850017,0.9578263313929298
posthoc_label_collapse_no_retraining,resnet1d,code_ii,georgia,one_minus_normal,1034,403,631,0.56575682382134,0.9627819548872181,0.9455065841850017,0.9578263313929298
posthoc_label_collapse_no_retraining,resnet1d,code_ii,mimic_iv,max_abnormal,5000,4732,268,0.32967032967032966,0.9052276328127526,0.892395201053114,0.9019715162242342
posthoc_label_collapse_no_retraining,resnet1d,code_ii,mimic_iv,noisy_or,5000,4732,268,0.32967032967032966,0.9058559268600251,0.892395201053114,0.9019715162242342
posthoc_label_collapse_no_retraining,resnet1d,code_ii,mimic_iv,one_minus_normal,5000,4732,268,0.32967032967032966,0.7677151033077894,0.892395201053114,0.9019715162242342
posthoc_label_collapse_no_retraining,resnet1d,code_ii,code_ii,max_abnormal,5000,2321,2679,0.17578629900904783,0.987624663038242,0.9483219876857717,0.985678158610731
posthoc_label_collapse_no_retraining,resnet1d,code_ii,code_ii,noisy_or,5000,2321,2679,0.17578629900904783,0.9874529791006836,0.9483219876857717,0.985678158610731
posthoc_label_collapse_no_retraining,resnet1d,code_ii,code_ii,one_minus_normal,5000,2321,2679,0.17578629900904783,0.9799020889066552,0.9483219876857717,0.985678158610731
posthoc_label_collapse_no_retraining,transformer,ptbxl,ptbxl,max_abnormal,2198,1267,931,0.24388318863456984,0.9773817486538163,0.9473473195638702,0.9677102364495733
posthoc_label_collapse_no_retraining,transformer,ptbxl,ptbxl,noisy_or,2198,1267,931,0.24388318863456984,0.9782043226516948,0.9473473195638702,0.9677102364495733
posthoc_label_collapse_no_retraining,transformer,ptbxl,ptbxl,one_minus_normal,2198,1267,931,0.24388318863456984,0.9761875806527893,0.9473473195638702,0.9677102364495733
posthoc_label_collapse_no_retraining,transformer,ptbxl,cpsc2018,max_abnormal,688,496,192,0.8145161290322581,0.9370560697374084,0.881442078774913,0.8726966599683748
posthoc_label_collapse_no_retraining,transformer,ptbxl,cpsc2018,noisy_or,688,496,192,0.8145161290322581,0.9384685751183813,0.881442078774913,0.8726966599683748
posthoc_label_collapse_no_retraining,transformer,ptbxl,cpsc2018,one_minus_normal,688,496,192,0.8145161290322581,0.9477642057684029,0.881442078774913,0.8726966599683748
posthoc_label_collapse_no_retraining,transformer,ptbxl,georgia,max_abnormal,1034,403,631,0.56575682382134,0.9439598997493733,0.897754770955563,0.9061889526011008
posthoc_label_collapse_no_retraining,transformer,ptbxl,georgia,noisy_or,1034,403,631,0.56575682382134,0.9446867167919799,0.897754770955563,0.9061889526011008
posthoc_label_collapse_no_retraining,transformer,ptbxl,georgia,one_minus_normal,1034,403,631,0.56575682382134,0.9240100250626566,0.897754770955563,0.9061889526011008
posthoc_label_collapse_no_retraining,transformer,ptbxl,mimic_iv,max_abnormal,5000,4732,268,0.32967032967032966,0.8431371657451417,0.8244093790191653,0.8310250816727214
posthoc_label_collapse_no_retraining,transformer,ptbxl,mimic_iv,noisy_or,5000,4732,268,0.32967032967032966,0.8441590277104147,0.8244093790191653,0.8310250816727214
posthoc_label_collapse_no_retraining,transformer,ptbxl,mimic_iv,one_minus_normal,5000,4732,268,0.32967032967032966,0.7121099686358199,0.8244093790191653,0.8310250816727214
posthoc_label_collapse_no_retraining,transformer,ptbxl,code_ii,max_abnormal,5000,2321,2679,0.17578629900904783,0.9350112235171121,0.8862946772953627,0.9288793831670219
posthoc_label_collapse_no_retraining,transformer,ptbxl,code_ii,noisy_or,5000,2321,2679,0.17578629900904783,0.9371803347580537,0.8862946772953627,0.9288793831670219
posthoc_label_collapse_no_retraining,transformer,ptbxl,code_ii,one_minus_normal,5000,2321,2679,0.17578629900904783,0.9360554206000227,0.8862946772953627,0.9288793831670219
posthoc_label_collapse_no_retraining,transformer,cpsc2018,ptbxl,max_abnormal,2198,1267,931,0.24388318863456984,0.8947527548628142,0.8795096151954016,0.9158451747387311
posthoc_label_collapse_no_retraining,transformer,cpsc2018,ptbxl,noisy_or,2198,1267,931,0.24388318863456984,0.9097094134895379,0.8795096151954016,0.9158451747387311
posthoc_label_collapse_no_retraining,transformer,cpsc2018,ptbxl,one_minus_normal,2198,1267,931,0.24388318863456984,0.9541875266027524,0.8795096151954016,0.9158451747387311
posthoc_label_collapse_no_retraining,transformer,cpsc2018,cpsc2018,max_abnormal,688,496,192,0.8145161290322581,0.9531855359448989,0.9630679253770144,0.97061022013857
posthoc_label_collapse_no_retraining,transformer,cpsc2018,cpsc2018,noisy_or,688,496,192,0.8145161290322581,0.9555531640120534,0.9630679253770144,0.97061022013857
posthoc_label_collapse_no_retraining,transformer,cpsc2018,cpsc2018,one_minus_normal,688,496,192,0.8145161290322581,0.9661402281532502,0.9630679253770144,0.97061022013857
posthoc_label_collapse_no_retraining,transformer,cpsc2018,georgia,max_abnormal,1034,403,631,0.56575682382134,0.8708020050125314,0.8598596570462188,0.89346623704311
posthoc_label_collapse_no_retraining,transformer,cpsc2018,georgia,noisy_or,1034,403,631,0.56575682382134,0.8820300751879698,0.8598596570462188,0.89346623704311
posthoc_label_collapse_no_retraining,transformer,cpsc2018,georgia,one_minus_normal,1034,403,631,0.56575682382134,0.8780576441102756,0.8598596570462188,0.89346623704311
posthoc_label_collapse_no_retraining,transformer,cpsc2018,mimic_iv,max_abnormal,5000,4732,268,0.32967032967032966,0.7952028163093737,0.8644041730474695,0.8714128620713602
posthoc_label_collapse_no_retraining,transformer,cpsc2018,mimic_iv,noisy_or,5000,4732,268,0.32967032967032966,0.802308056067514,0.8644041730474695,0.8714128620713602
posthoc_label_collapse_no_retraining,transformer,cpsc2018,mimic_iv,one_minus_normal,5000,4732,268,0.32967032967032966,0.7704872562809196,0.8644041730474695,0.8714128620713602
posthoc_label_collapse_no_retraining,transformer,cpsc2018,code_ii,max_abnormal,5000,2321,2679,0.17578629900904783,0.8604670828080317,0.8365902826229406,0.8855902613227462
posthoc_label_collapse_no_retraining,transformer,cpsc2018,code_ii,noisy_or,5000,2321,2679,0.17578629900904783,0.8710025829464039,0.8365902826229406,0.8855902613227462
posthoc_label_collapse_no_retraining,transformer,cpsc2018,code_ii,one_minus_normal,5000,2321,2679,0.17578629900904783,0.8849141067822843,0.8365902826229406,0.8855902613227462
posthoc_label_collapse_no_retraining,transformer,georgia,ptbxl,max_abnormal,2198,1267,931,0.24388318863456984,0.9344626412901743,0.9049196982939582,0.9380453491132268
posthoc_label_collapse_no_retraining,transformer,georgia,ptbxl,noisy_or,2198,1267,931,0.24388318863456984,0.9383289079865686,0.9049196982939582,0.9380453491132268
posthoc_label_collapse_no_retraining,transformer,georgia,ptbxl,one_minus_normal,2198,1267,931,0.24388318863456984,0.9617089270392065,0.9049196982939582,0.9380453491132268
posthoc_label_collapse_no_retraining,transformer,georgia,cpsc2018,max_abnormal,688,496,192,0.8145161290322581,0.9279353207059835,0.8863579265427809,0.8877926891115301
posthoc_label_collapse_no_retraining,transformer,georgia,cpsc2018,noisy_or,688,496,192,0.8145161290322581,0.931150452001722,0.8863579265427809,0.8877926891115301
posthoc_label_collapse_no_retraining,transformer,georgia,cpsc2018,one_minus_normal,688,496,192,0.8145161290322581,0.9290787774429616,0.8863579265427809,0.8877926891115301
posthoc_label_collapse_no_retraining,transformer,georgia,georgia,max_abnormal,1034,403,631,0.56575682382134,0.9549248120300751,0.9068521403632606,0.918349519832927
posthoc_label_collapse_no_retraining,transformer,georgia,georgia,noisy_or,1034,403,631,0.56575682382134,0.95531328320802,0.9068521403632606,0.918349519832927
posthoc_label_collapse_no_retraining,transformer,georgia,georgia,one_minus_normal,1034,403,631,0.56575682382134,0.9531328320802005,0.9068521403632606,0.918349519832927
posthoc_label_collapse_no_retraining,transformer,georgia,mimic_iv,max_abnormal,5000,4732,268,0.32967032967032966,0.8125380937368643,0.8388830523715436,0.8472509066693137
posthoc_label_collapse_no_retraining,transformer,georgia,mimic_iv,noisy_or,5000,4732,268,0.32967032967032966,0.8128308193487891,0.8388830523715436,0.8472509066693137
posthoc_label_collapse_no_retraining,transformer,georgia,mimic_iv,one_minus_normal,5000,4732,268,0.32967032967032966,0.7359900936075274,0.8388830523715436,0.8472509066693137
posthoc_label_collapse_no_retraining,transformer,georgia,code_ii,max_abnormal,5000,2321,2679,0.17578629900904783,0.8981459415967119,0.8520681433812392,0.8963460760153807
posthoc_label_collapse_no_retraining,transformer,georgia,code_ii,noisy_or,5000,2321,2679,0.17578629900904783,0.9069114315877946,0.8520681433812392,0.8963460760153807
posthoc_label_collapse_no_retraining,transformer,georgia,code_ii,one_minus_normal,5000,2321,2679,0.17578629900904783,0.9046443067556349,0.8520681433812392,0.8963460760153807
posthoc_label_collapse_no_retraining,transformer,mimic_iv,ptbxl,max_abnormal,2198,1267,931,0.24388318863456984,0.9599911493064706,0.8638921412586005,0.9130251819283757
posthoc_label_collapse_no_retraining,transformer,mimic_iv,ptbxl,noisy_or,2198,1267,931,0.24388318863456984,0.9678807656187716,0.8638921412586005,0.9130251819283757
posthoc_label_collapse_no_retraining,transformer,mimic_iv,ptbxl,one_minus_normal,2198,1267,931,0.24388318863456984,0.8949790893920047,0.8638921412586005,0.9130251819283757
posthoc_label_collapse_no_retraining,transformer,mimic_iv,cpsc2018,max_abnormal,688,496,192,0.8145161290322581,0.9620103314679294,0.9208264242082785,0.9363523733325467
posthoc_label_collapse_no_retraining,transformer,mimic_iv,cpsc2018,noisy_or,688,496,192,0.8145161290322581,0.9656424881618596,0.9208264242082785,0.9363523733325467
posthoc_label_collapse_no_retraining,transformer,mimic_iv,cpsc2018,one_minus_normal,688,496,192,0.8145161290322581,0.7988592337494619,0.9208264242082785,0.9363523733325467
posthoc_label_collapse_no_retraining,transformer,mimic_iv,georgia,max_abnormal,1034,403,631,0.56575682382134,0.9407894736842105,0.8815152792529547,0.9205632447328457
posthoc_label_collapse_no_retraining,transformer,mimic_iv,georgia,noisy_or,1034,403,631,0.56575682382134,0.9493984962406015,0.8815152792529547,0.9205632447328457
posthoc_label_collapse_no_retraining,transformer,mimic_iv,georgia,one_minus_normal,1034,403,631,0.56575682382134,0.8369799498746868,0.8815152792529547,0.9205632447328457
posthoc_label_collapse_no_retraining,transformer,mimic_iv,mimic_iv,max_abnormal,5000,4732,268,0.32967032967032966,0.8860545599314515,0.9485447804962632,0.952584855251738
posthoc_label_collapse_no_retraining,transformer,mimic_iv,mimic_iv,noisy_or,5000,4732,268,0.32967032967032966,0.8923167863032301,0.9485447804962632,0.952584855251738
posthoc_label_collapse_no_retraining,transformer,mimic_iv,mimic_iv,one_minus_normal,5000,4732,268,0.32967032967032966,0.7813165882562163,0.9485447804962632,0.952584855251738
posthoc_label_collapse_no_retraining,transformer,mimic_iv,code_ii,max_abnormal,5000,2321,2679,0.17578629900904783,0.944595415270133,0.8708026740572958,0.9043488477509085
posthoc_label_collapse_no_retraining,transformer,mimic_iv,code_ii,noisy_or,5000,2321,2679,0.17578629900904783,0.9524550803070838,0.8708026740572958,0.9043488477509085
posthoc_label_collapse_no_retraining,transformer,mimic_iv,code_ii,one_minus_normal,5000,2321,2679,0.17578629900904783,0.7520627696975288,0.8708026740572958,0.9043488477509085
posthoc_label_collapse_no_retraining,transformer,code_ii,ptbxl,max_abnormal,2198,1267,931,0.24388318863456984,0.958607806176568,0.93425630512144,0.9546175707500097
posthoc_label_collapse_no_retraining,transformer,code_ii,ptbxl,noisy_or,2198,1267,931,0.24388318863456984,0.9629926154137193,0.93425630512144,0.9546175707500097
posthoc_label_collapse_no_retraining,transformer,code_ii,ptbxl,one_minus_normal,2198,1267,931,0.24388318863456984,0.9727097985960502,0.93425630512144,0.9546175707500097
posthoc_label_collapse_no_retraining,transformer,code_ii,cpsc2018,max_abnormal,688,496,192,0.8145161290322581,0.9400694145501507,0.9233816643624259,0.9206789602915462
posthoc_label_collapse_no_retraining,transformer,code_ii,cpsc2018,noisy_or,688,496,192,0.8145161290322581,0.9469705122686183,0.9233816643624259,0.9206789602915462
posthoc_label_collapse_no_retraining,transformer,code_ii,cpsc2018,one_minus_normal,688,496,192,0.8145161290322581,0.9440513344812741,0.9233816643624259,0.9206789602915462
posthoc_label_collapse_no_retraining,transformer,code_ii,georgia,max_abnormal,1034,403,631,0.56575682382134,0.9539724310776942,0.9053046534652269,0.9168565901369135
posthoc_label_collapse_no_retraining,transformer,code_ii,georgia,noisy_or,1034,403,631,0.56575682382134,0.9570426065162908,0.9053046534652269,0.9168565901369135
posthoc_label_collapse_no_retraining,transformer,code_ii,georgia,one_minus_normal,1034,403,631,0.56575682382134,0.9282205513784461,0.9053046534652269,0.9168565901369135
posthoc_label_collapse_no_retraining,transformer,code_ii,mimic_iv,max_abnormal,5000,4732,268,0.32967032967032966,0.8462179083001908,0.8712463356423701,0.8793264546912318
posthoc_label_collapse_no_retraining,transformer,code_ii,mimic_iv,noisy_or,5000,4732,268,0.32967032967032966,0.8490132004397453,0.8712463356423701,0.8793264546912318
posthoc_label_collapse_no_retraining,transformer,code_ii,mimic_iv,one_minus_normal,5000,4732,268,0.32967032967032966,0.7665647128722476,0.8712463356423701,0.8793264546912318
posthoc_label_collapse_no_retraining,transformer,code_ii,code_ii,max_abnormal,5000,2321,2679,0.17578629900904783,0.9641308692844623,0.9203393494539934,0.9562028493786607
posthoc_label_collapse_no_retraining,transformer,code_ii,code_ii,noisy_or,5000,2321,2679,0.17578629900904783,0.9672506482990478,0.9203393494539934,0.9562028493786607
posthoc_label_collapse_no_retraining,transformer,code_ii,code_ii,one_minus_normal,5000,2321,2679,0.17578629900904783,0.9519233725900189,0.9203393494539934,0.9562028493786607
